ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_03501155	intensive care unit room	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_03501155	intensive care unit room	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_03501180	patient room	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_03501180	patient room	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_03501194	long-term care facility	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501194	long-term care facility	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501194	long-term care facility	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501194	long-term care facility	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501195	assisted living facility	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501195	assisted living facility	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501195	assisted living facility	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501195	assisted living facility	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501196	group home facility	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501196	group home facility	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501196	group home facility	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501196	group home facility	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501197	institutional building	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501197	institutional building	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501197	institutional building	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501197	institutional building	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501200	police station	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501200	police station	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501200	police station	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501200	police station	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501206	shopping center	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501206	shopping center	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501206	shopping center	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501206	shopping center	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501207	shopping mall	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501207	shopping mall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501207	shopping mall	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501207	shopping mall	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501209	bedrail	env_local_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_01000498/volcanic dike @ 0.7
ENVO_03501212	handrail	env_local_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_01000498/volcanic dike @ 0.7
ENVO_03501221	bistro	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501221	bistro	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501221	bistro	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501221	bistro	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501222	brasserie	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501222	brasserie	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501222	brasserie	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501222	brasserie	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501224	carvery	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501224	carvery	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501224	carvery	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501224	carvery	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501225	coffeehouse	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501225	coffeehouse	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501225	coffeehouse	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501225	coffeehouse	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501226	greasy spoon	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501226	greasy spoon	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501226	greasy spoon	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501226	greasy spoon	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501227	steakhouse	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501227	steakhouse	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501227	steakhouse	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501227	steakhouse	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501228	trattoria	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501228	trattoria	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501228	trattoria	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501228	trattoria	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501232	movie theater	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501232	movie theater	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501232	movie theater	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501232	movie theater	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501233	warehouse	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501233	warehouse	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501233	warehouse	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501233	warehouse	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501234	town hall	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501234	town hall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501234	town hall	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501234	town hall	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501235	leisure centre	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501235	leisure centre	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501235	leisure centre	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501235	leisure centre	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501238	hillock	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000083/hill @ 0.8
ENVO_03501239	riverfront	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000304/shore @ 0.8
ENVO_03501241	wind farm	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501241	wind farm	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501241	wind farm	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501241	wind farm	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501243	big-box store	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501243	big-box store	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501243	big-box store	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501243	big-box store	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501244	Bailey bridge	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501244	Bailey bridge	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501245	drawbridge	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501245	drawbridge	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501246	footbridge	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501246	footbridge	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501247	humpback bridge	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501247	humpback bridge	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501248	overpass	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501248	overpass	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501249	suspension bridge	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501249	suspension bridge	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501250	swing bridge	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501250	swing bridge	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000075/bridge @ 0.6
ENVO_03501252	chicken manure	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_03501300/manure @ 0.9
ENVO_03501252	chicken manure	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00003031/animal manure @ 0.8
ENVO_03501253	gypsum	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_03501257	barn	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501257	barn	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501257	barn	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501257	barn	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501258	chicken house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501258	chicken house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501258	chicken house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501258	chicken house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501265	public toilet	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_03501265	public toilet	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_03501270	chapter house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501270	chapter house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501270	chapter house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501270	chapter house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501271	Kaaba	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501271	Kaaba	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501271	Kaaba	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501271	Kaaba	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501272	mosque	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501272	mosque	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501272	mosque	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501272	mosque	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501273	listed building	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501273	listed building	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501273	listed building	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501273	listed building	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501274	bunkhouse	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501274	bunkhouse	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501274	bunkhouse	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501274	bunkhouse	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501275	corn exchange	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501275	corn exchange	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501275	corn exchange	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501275	corn exchange	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501276	oast house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501276	oast house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501276	oast house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501276	oast house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501277	orangery	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501277	orangery	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501277	orangery	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501277	orangery	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501278	skyscraper	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501278	skyscraper	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501278	skyscraper	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501278	skyscraper	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501279	tenement	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501279	tenement	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501279	tenement	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501279	tenement	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501280	mausoleum	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501280	mausoleum	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501280	mausoleum	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501280	mausoleum	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501282	hangar	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000010/transport feature @ 0.7
ENVO_03501286	calf shed	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501286	calf shed	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501286	calf shed	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501286	calf shed	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501287	livestock house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501287	livestock house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501287	livestock house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501287	livestock house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501290	supermarket	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_03501290	supermarket	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_03501290	supermarket	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501290	supermarket	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_03501294	preprocessing plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
